TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dateTime:RFC3339,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE
Datum / Uhrzeit,MeteoViva_Schalter - MeteoViva Aktiv (Messung),MeteoViva_Schalter - MeteoViva Mischbetrieb (Messung),MeteoViva_Schalter - MeteoViva Inaktiv (Messung),Klimasensor - Mittlere_Zonentemperatur (Messung),Klima - Mittlere_Zonentemperatur (Optimierung),Klima - Klimaprofil obere Grenze (Klimaprofil),Klima - Klimaprofil obere Grenze (Klimaprofil)_1,Klima - Klimaprofil untere Grenze (Klimaprofil),Klimasensor - Raumtemperatur_LT1_Ablufttemperatur (Messung),Lueftungsanlage_LT_1 - Ablufttemperatur (Messung),Lueftungsanlage_LT_1 - Ablufttemperatur (Optimierung),Lueftungsanlage_LT_1 - Volumenstrom (Steuerung),Lueftungsanlage_LT_1 - Zulufttemperatur (Messung),Lueftungsanlage_LT_1 - Zulufttemperatur (Optimierung),Lueftungsanlage_LT_1 - Zulufttemperatur (Steuerung)
01-01-2022 00:00,1,0,0,151,152,28,40,175,151,151,152,0,228,24,24
01-01-2022 00:15,1,0,0,151,151,28,40,175,151,151,152,0,228,24,24
01-01-2022 00:30,1,0,0,154,151,28,40,175,154,154,151,0,228,24,24
01-01-2022 00:45,1,0,0,155,151,28,40,175,155,155,151,0,228,24,24
01-01-2022 01:00,1,0,0,154,151,28,40,175,154,154,151,0,228,24,24
01-01-2022 01:15,1,0,0,154,151,28,40,175,154,154,151,0,228,24,24
01-01-2022 01:30,1,0,0,153,151,28,40,175,153,153,151,0,228,24,24
01-01-2022 01:45,1,0,0,153,151,28,40,175,153,153,151,0,228,24,24
01-01-2022 02:00,1,0,0,152,151,28,40,175,152,152,151,0,228,24,24
01-01-2022 02:15,1,0,0,154,151,28,40,175,154,154,151,0,228,24,24
01-01-2022 02:30,1,0,0,153,151,28,40,175,153,153,151,0,228,24,24
01-01-2022 02:45,1,0,0,153,151,28,40,175,153,153,151,0,228,24,24
01-01-2022 03:00,1,0,0,152,15,28,40,175,152,152,151,0,228,24,24
01-01-2022 03:15,1,0,0,152,15,28,40,175,152,152,15,0,228,24,24
01-01-2022 03:30,1,0,0,152,15,28,40,175,152,152,15,0,228,24,24
01-01-2022 03:45,1,0,0,152,15,28,40,175,152,152,15,0,228,24,24
01-01-2022 04:00,1,0,0,152,15,28,40,175,152,152,15,0,228,24,24
01-01-2022 04:15,1,0,0,15,15,28,40,175,15,15,15,0,228,24,24
01-01-2022 04:30,1,0,0,149,15,28,40,175,149,149,15,0,228,24,24
01-01-2022 04:45,1,0,0,149,15,28,40,175,149,149,15,0,228,24,24
01-01-2022 05:00,1,0,0,148,15,28,40,175,148,148,15,0,228,24,24
01-01-2022 05:15,1,0,0,147,15,28,40,175,147,147,15,0,228,24,24
01-01-2022 05:30,1,0,0,146,154,28,40,175,146,146,154,0,228,24,24
01-01-2022 05:45,1,0,0,146,154,28,40,175,146,146,154,0,228,24,24
01-01-2022 06:00,1,0,0,146,153,28,40,175,146,146,154,0,228,24,24
01-01-2022 06:15,1,0,0,145,153,28,40,175,145,145,153,0,228,24,24
01-01-2022 06:30,1,0,0,146,153,28,40,175,146,146,153,0,228,24,24
01-01-2022 06:45,1,0,0,145,153,28,40,175,145,145,153,0,228,24,24
01-01-2022 07:00,1,0,0,145,153,28,40,175,145,145,153,0,228,24,24
01-01-2022 07:15,1,0,0,145,153,28,40,175,145,145,153,0,228,24,24
01-01-2022 07:30,1,0,0,145,153,28,40,175,145,145,153,0,228,24,24
01-01-2022 07:45,1,0,0,144,153,28,40,175,144,145,153,0,228,24,24
01-01-2022 08:00,1,0,0,145,153,28,40,175,145,145,153,0,228,24,24
01-01-2022 08:15,1,0,0,144,153,28,40,175,144,144,153,0,228,24,24
01-01-2022 08:30,1,0,0,144,153,28,40,175,144,144,153,0,228,24,24
01-01-2022 08:45,1,0,0,144,153,28,40,175,144,144,153,0,228,24,24
01-01-2022 09:00,1,0,0,145,152,28,40,175,145,145,153,0,228,24,24
01-01-2022 09:15,1,0,0,146,152,28,40,175,146,146,152,0,228,24,24
01-01-2022 09:30,1,0,0,147,152,28,40,175,147,147,152,0,228,24,24
01-01-2022 09:45,1,0,0,148,152,28,40,175,148,148,152,0,228,24,24
01-01-2022 10:00,1,0,0,15,152,28,40,175,15,15,152,0,228,24,24
01-01-2022 10:15,1,0,0,152,152,28,40,175,152,152,152,0,228,24,24
01-01-2022 10:30,1,0,0,155,152,28,40,175,155,155,152,0,228,24,24
01-01-2022 10:45,1,0,0,159,152,28,40,175,159,158,152,0,228,24,24
01-01-2022 11:00,1,0,0,161,152,28,40,175,161,161,152,0,229,24,24
01-01-2022 11:15,1,0,0,164,152,28,40,175,164,164,152,0,229,24,24
01-01-2022 11:30,1,0,0,166,152,28,40,175,166,166,152,0,229,24,24
01-01-2022 11:45,1,0,0,168,152,28,40,175,168,168,152,0,229,24,24
01-01-2022 12:00,1,0,0,168,152,28,40,175,168,168,152,0,229,24,24
01-01-2022 12:15,1,0,0,168,151,28,40,175,168,168,152,0,229,24,24
01-01-2022 12:30,1,0,0,169,163,28,40,175,169,169,163,0,229,24,24
01-01-2022 12:45,1,0,0,171,163,28,40,175,171,171,163,0,229,24,24
01-01-2022 13:00,1,0,0,173,163,28,40,175,173,173,163,0,229,24,24
01-01-2022 13:15,1,0,0,175,163,28,40,175,175,175,163,0,229,24,24
01-01-2022 13:30,1,0,0,175,163,28,40,175,175,175,163,0,229,24,24
01-01-2022 13:45,1,0,0,175,163,28,40,175,175,175,163,0,229,24,24
01-01-2022 14:00,1,0,0,176,162,28,40,175,176,176,163,0,229,24,24
01-01-2022 14:15,1,0,0,175,162,28,40,175,175,175,162,0,229,24,24
01-01-2022 14:30,1,0,0,175,162,28,40,175,175,175,162,0,229,24,24
01-01-2022 14:45,1,0,0,173,162,28,40,175,173,173,162,0,229,24,24
01-01-2022 15:00,1,0,0,172,162,28,40,175,172,172,162,0,229,24,24
01-01-2022 15:15,1,0,0,17,162,28,40,175,17,17,162,0,229,24,24
01-01-2022 15:30,1,0,0,168,162,28,40,175,168,168,162,0,229,24,24
01-01-2022 15:45,1,0,0,166,162,28,40,175,166,166,162,0,229,24,24
01-01-2022 16:00,1,0,0,162,162,28,40,175,162,162,162,0,229,24,24
01-01-2022 16:15,1,0,0,159,162,28,40,175,159,159,162,0,229,24,24
01-01-2022 16:30,1,0,0,154,162,28,40,175,154,154,162,0,229,24,24
01-01-2022 16:45,1,0,0,151,162,28,40,175,151,151,162,0,229,24,24
01-01-2022 17:00,1,0,0,147,162,28,40,175,147,147,162,0,229,24,24
01-01-2022 17:15,1,0,0,145,161,28,40,175,145,145,162,0,229,24,24
01-01-2022 17:30,1,0,0,141,161,28,40,175,141,141,161,0,229,24,24
01-01-2022 17:45,1,0,0,137,161,28,40,175,137,137,161,0,229,24,24
01-01-2022 18:00,1,0,0,134,161,28,40,175,134,134,161,0,229,24,24
01-01-2022 18:15,1,0,0,132,161,28,40,175,132,132,161,0,229,24,24
01-01-2022 18:30,1,0,0,13,147,28,40,175,13,13,147,0,229,24,24
01-01-2022 18:45,1,0,0,128,146,28,40,175,128,128,147,0,229,24,24
01-01-2022 19:00,1,0,0,127,146,28,40,175,127,127,146,0,229,24,24
01-01-2022 19:15,1,0,0,125,146,28,40,175,125,125,146,0,229,24,24
01-01-2022 19:30,1,0,0,125,146,28,40,175,125,125,146,0,229,24,24
01-01-2022 19:45,1,0,0,125,146,28,40,175,125,125,146,0,229,24,24
01-01-2022 20:00,1,0,0,124,146,28,40,175,124,124,146,0,229,24,24
01-01-2022 20:15,1,0,0,123,146,28,40,175,123,123,146,0,229,24,24
01-01-2022 20:30,1,0,0,123,146,28,40,175,123,123,146,0,229,24,24
01-01-2022 20:45,1,0,0,122,146,28,40,175,122,122,146,0,229,24,24
01-01-2022 21:00,1,0,0,121,145,28,40,175,121,121,146,0,229,24,24
01-01-2022 21:15,1,0,0,12,145,28,40,175,12,12,145,0,229,24,24
01-01-2022 21:30,1,0,0,119,145,28,40,175,119,119,145,0,229,24,24
01-01-2022 21:45,1,0,0,118,145,28,40,175,118,118,145,0,229,24,24
01-01-2022 22:00,1,0,0,118,145,28,40,175,118,118,145,0,229,24,24
01-01-2022 22:15,1,0,0,118,145,28,40,175,118,118,145,0,229,24,24
01-01-2022 22:30,1,0,0,118,145,28,40,175,118,118,145,0,229,24,24
01-01-2022 22:45,1,0,0,117,145,28,40,175,117,117,145,0,229,24,24
01-01-2022 23:00,1,0,0,117,144,28,40,175,117,117,145,0,229,24,24
01-01-2022 23:15,1,0,0,117,144,28,40,175,117,117,144,0,229,24,24
01-01-2022 23:30,1,0,0,116,144,28,40,175,116,116,144,0,229,24,24
01-01-2022 23:45,1,0,0,116,144,28,40,175,116,116,144,0,229,24,24
02-01-2022 00:00,1,0,0,115,144,28,40,175,115,115,144,0,229,24,24
02-01-2022 00:15,1,0,0,116,144,28,40,175,116,116,144,0,23,24,24
02-01-2022 00:30,1,0,0,116,144,28,40,175,116,116,144,0,23,24,24
02-01-2022 00:45,1,0,0,115,144,28,40,175,115,115,144,0,23,24,24
02-01-2022 01:00,1,0,0,115,144,28,40,175,115,115,144,0,23,24,24
02-01-2022 01:15,1,0,0,114,144,28,40,175,114,114,144,0,23,24,24
02-01-2022 01:30,1,0,0,115,143,28,40,175,115,115,144,0,23,24,24
02-01-2022 01:45,1,0,0,116,143,28,40,175,116,116,143,0,23,24,24
02-01-2022 02:00,1,0,0,116,143,28,40,175,116,116,143,0,23,24,24
02-01-2022 02:15,1,0,0,115,143,28,40,175,115,115,143,0,229,24,24
02-01-2022 02:30,1,0,0,115,143,28,40,175,115,115,143,0,229,24,24
02-01-2022 02:45,1,0,0,115,143,28,40,175,115,115,143,0,229,24,24
02-01-2022 03:00,1,0,0,115,143,28,40,175,115,115,143,0,229,24,24
02-01-2022 03:15,1,0,0,115,143,28,40,175,115,115,143,0,229,24,24
02-01-2022 03:30,1,0,0,114,143,28,40,175,114,114,143,0,229,24,24
02-01-2022 03:45,1,0,0,114,142,28,40,175,114,114,143,0,229,24,24
02-01-2022 04:00,1,0,0,114,142,28,40,175,114,114,142,0,229,24,24
02-01-2022 04:15,1,0,0,114,142,28,40,175,114,114,142,0,228,24,24
02-01-2022 04:30,1,0,0,114,142,28,40,175,114,114,142,0,228,24,24
02-01-2022 04:45,1,0,0,113,142,28,40,175,113,113,142,0,228,24,24
02-01-2022 05:00,1,0,0,113,142,28,40,175,113,113,142,0,228,24,24
02-01-2022 05:15,1,0,0,112,114,28,40,175,112,112,115,0,228,24,24
02-01-2022 05:30,1,0,0,113,114,28,40,175,113,113,114,0,228,24,24
02-01-2022 05:45,1,0,0,113,114,28,40,175,113,113,114,0,228,24,24
02-01-2022 06:00,1,0,0,112,114,28,40,175,112,112,114,0,228,24,24
02-01-2022 06:15,1,0,0,111,114,28,40,175,111,111,114,0,228,24,24
02-01-2022 06:30,1,0,0,11,114,28,40,175,11,11,114,0,228,24,24
02-01-2022 06:45,1,0,0,111,113,28,40,175,111,111,114,0,228,24,24
02-01-2022 07:00,1,0,0,111,113,28,40,175,111,111,113,0,228,24,24
02-01-2022 07:15,1,0,0,11,113,28,40,175,11,11,113,0,228,24,24
02-01-2022 07:30,1,0,0,111,113,28,40,175,111,111,113,0,228,24,24
02-01-2022 07:45,1,0,0,112,113,28,40,175,112,112,113,0,228,24,24
02-01-2022 08:00,1,0,0,113,113,28,40,175,113,113,113,0,228,24,24
02-01-2022 08:15,1,0,0,114,113,28,40,175,114,114,113,0,228,24,24
02-01-2022 08:30,1,0,0,114,113,28,40,175,114,114,113,0,227,24,24
02-01-2022 08:45,1,0,0,114,114,28,40,175,114,114,114,0,227,24,24
02-01-2022 09:00,1,0,0,114,114,28,40,175,114,114,114,0,227,24,24
02-01-2022 09:15,1,0,0,115,114,28,40,175,115,115,114,0,227,24,24
02-01-2022 09:30,1,0,0,118,114,28,40,175,118,118,114,0,227,24,24
02-01-2022 09:45,1,0,0,123,113,28,40,175,123,123,114,0,227,24,24
02-01-2022 10:00,1,0,0,127,113,28,40,175,127,127,113,0,227,24,24
02-01-2022 10:15,1,0,0,129,113,28,40,175,129,129,113,0,227,24,24
02-01-2022 10:30,1,0,0,131,113,28,40,175,131,131,113,0,227,24,24
02-01-2022 10:45,1,0,0,136,113,28,40,175,136,136,113,0,227,24,24
02-01-2022 11:00,1,0,0,145,113,28,40,175,145,145,113,0,227,24,24
02-01-2022 11:15,1,0,0,154,112,28,40,175,154,154,113,0,227,24,24
02-01-2022 11:30,1,0,0,158,112,28,40,175,158,158,112,0,227,24,24
02-01-2022 11:45,1,0,0,161,112,28,40,175,161,161,112,0,227,24,24
02-01-2022 12:00,1,0,0,163,112,28,40,175,163,163,112,0,227,24,24
02-01-2022 12:15,1,0,0,163,112,28,40,175,163,163,112,0,227,24,24
02-01-2022 12:30,1,0,0,163,112,28,40,175,163,163,112,0,227,24,24
02-01-2022 12:45,1,0,0,16,112,28,40,175,16,16,112,0,228,24,24
02-01-2022 13:00,1,0,0,159,112,28,40,175,159,159,112,0,228,24,24
02-01-2022 13:15,1,0,0,156,164,28,40,175,156,156,164,0,228,24,24
02-01-2022 13:30,1,0,0,153,164,28,40,175,153,153,164,0,228,24,24
02-01-2022 13:45,1,0,0,151,164,28,40,175,151,151,164,0,228,24,24
02-01-2022 14:00,1,0,0,148,164,28,40,175,148,148,164,0,228,24,24
02-01-2022 14:15,1,0,0,145,164,28,40,175,145,145,164,0,228,24,24
02-01-2022 14:30,1,0,0,144,163,28,40,175,144,144,164,0,228,24,24
02-01-2022 14:45,1,0,0,143,163,28,40,175,143,143,163,0,228,24,24
02-01-2022 15:00,1,0,0,142,163,28,40,175,142,142,163,0,228,24,24
02-01-2022 15:15,1,0,0,142,163,28,40,175,142,142,163,0,228,24,24
02-01-2022 15:30,1,0,0,144,163,28,40,175,144,144,163,0,228,24,24
02-01-2022 15:45,1,0,0,144,163,28,40,175,144,144,163,0,228,24,24
02-01-2022 16:00,1,0,0,144,163,28,40,175,144,144,163,0,228,24,24
02-01-2022 16:15,1,0,0,144,163,28,40,175,144,144,163,0,228,24,24
02-01-2022 16:30,1,0,0,144,163,28,40,175,144,144,163,0,228,24,24
02-01-2022 16:45,1,0,0,143,163,28,40,175,143,143,163,0,228,24,24
02-01-2022 17:00,1,0,0,141,163,28,40,175,141,141,163,0,228,24,24
02-01-2022 17:15,1,0,0,139,143,28,40,175,139,139,143,0,228,24,24
02-01-2022 17:30,1,0,0,136,143,28,40,175,136,136,143,0,228,24,24
02-01-2022 17:45,1,0,0,134,143,28,40,175,134,134,143,0,228,24,24
02-01-2022 18:00,1,0,0,133,143,28,40,175,133,133,143,0,228,24,24
02-01-2022 18:15,1,0,0,131,143,28,40,175,131,131,143,0,228,24,24
02-01-2022 18:30,1,0,0,129,143,28,40,175,129,129,143,0,228,24,24
02-01-2022 18:45,1,0,0,129,143,28,40,175,129,129,143,0,228,24,24
02-01-2022 19:00,1,0,0,13,143,28,40,175,13,13,143,0,228,24,24
02-01-2022 19:15,1,0,0,134,143,28,40,175,134,134,143,0,228,24,24
02-01-2022 19:30,1,0,0,136,142,28,40,175,136,136,143,0,228,24,24
02-01-2022 19:45,1,0,0,135,142,28,40,175,135,136,142,0,228,24,24
02-01-2022 20:00,1,0,0,135,142,28,40,175,135,135,142,0,228,24,24
02-01-2022 20:15,1,0,0,134,142,28,40,175,134,134,142,0,228,24,24
02-01-2022 20:30,1,0,0,135,142,28,40,175,135,135,142,0,228,24,24
02-01-2022 20:45,1,0,0,134,142,28,40,175,134,134,142,0,228,24,24
02-01-2022 21:00,1,0,0,135,142,28,40,175,135,135,142,0,228,24,24
02-01-2022 21:15,1,0,0,134,142,28,40,175,134,134,142,0,228,24,24
02-01-2022 21:30,1,0,0,135,141,28,40,175,135,135,142,0,228,24,24
02-01-2022 21:45,1,0,0,134,141,28,40,175,134,134,141,0,228,24,24
02-01-2022 22:00,1,0,0,131,141,28,40,175,131,131,141,0,228,24,24
02-01-2022 22:15,1,0,0,131,141,28,40,175,131,131,141,0,228,24,24
02-01-2022 22:30,1,0,0,133,141,28,40,175,133,133,141,0,228,24,24
02-01-2022 22:45,1,0,0,133,141,28,40,175,133,133,141,0,228,24,24
02-01-2022 23:00,1,0,0,133,141,28,40,175,133,133,141,0,228,24,24
02-01-2022 23:15,1,0,0,134,141,28,40,175,134,134,141,0,228,24,24
02-01-2022 23:30,1,0,0,134,141,28,40,175,134,134,141,0,227,24,24
02-01-2022 23:45,1,0,0,135,14,28,40,175,135,135,141,0,227,24,24
03-01-2022 00:00,1,0,0,135,14,28,40,175,135,135,14,0,227,24,24
03-01-2022 00:15,1,0,0,163,14,28,40,175,163,163,14,0,226,24,24
03-01-2022 00:30,1,0,0,172,14,28,40,175,172,172,14,0,226,24,24
03-01-2022 00:45,1,0,0,177,14,28,40,175,177,177,14,0,226,24,24
03-01-2022 01:00,1,0,0,179,14,28,40,175,179,179,14,0,226,24,24
03-01-2022 01:15,1,0,0,181,14,28,40,175,181,181,14,0,226,24,24
03-01-2022 01:30,1,0,0,179,14,28,40,175,179,179,14,0,226,24,24
03-01-2022 01:45,1,0,0,18,14,28,40,175,18,18,14,0,226,24,24
03-01-2022 02:00,1,0,0,179,14,28,40,175,179,179,14,0,226,24,24
03-01-2022 02:15,1,0,0,179,14,28,40,175,179,179,14,0,226,24,24
03-01-2022 02:30,1,0,0,179,139,28,40,175,179,179,14,0,226,24,24
03-01-2022 02:45,1,0,0,179,139,28,40,175,179,179,139,0,226,24,24
03-01-2022 03:00,1,0,0,184,139,28,40,175,184,184,139,0,226,24,24
03-01-2022 03:15,1,0,0,186,139,28,40,175,186,186,139,0,226,24,24
03-01-2022 03:30,1,0,0,187,139,28,40,175,187,187,139,0,225,24,24
03-01-2022 03:45,1,0,0,181,139,28,40,175,181,181,139,0,225,24,24
03-01-2022 04:00,1,0,0,178,139,28,40,175,178,178,139,0,226,24,24
03-01-2022 04:15,1,0,0,175,139,28,40,175,175,175,139,0,226,24,24
03-01-2022 04:30,1,0,0,174,139,28,40,175,174,174,139,0,226,24,24
03-01-2022 04:45,1,0,0,174,139,28,40,175,174,174,139,0,227,24,24
03-01-2022 05:00,1,0,0,173,139,28,40,175,173,173,139,0,227,24,24
03-01-2022 05:15,1,0,0,174,178,28,40,175,174,174,178,0,227,225,23
03-01-2022 05:30,1,0,0,174,177,28,40,175,174,174,178,0,227,23,233
03-01-2022 05:45,1,0,0,173,177,28,40,175,173,173,177,0,227,233,233
03-01-2022 06:00,1,0,0,175,177,25,40,21,175,175,177,1,227,233,225
03-01-2022 06:15,1,0,0,222,217,25,40,21,222,222,177,1,238,225,225
03-01-2022 06:30,1,0,0,225,217,25,40,21,225,225,217,1,223,225,225
03-01-2022 06:45,1,0,0,225,217,25,40,21,225,225,217,1,225,225,225
03-01-2022 07:00,1,0,0,225,217,25,40,21,225,225,217,1,227,225,225
03-01-2022 07:15,1,0,0,227,217,25,40,21,227,227,217,1,224,225,225
03-01-2022 07:30,1,0,0,227,217,25,40,21,227,227,217,1,224,225,225
03-01-2022 07:45,1,0,0,227,217,25,40,21,227,227,217,1,224,225,225
03-01-2022 08:00,1,0,0,225,217,25,40,21,225,225,217,1,228,225,225
03-01-2022 08:15,1,0,0,227,217,25,40,21,227,227,217,1,222,225,225
03-01-2022 08:30,1,0,0,225,217,25,40,21,225,225,217,1,23,225,225
03-01-2022 08:45,1,0,0,225,224,25,40,21,225,225,224,1,223,225,225
03-01-2022 09:00,1,0,0,225,224,25,40,21,225,225,224,1,226,225,225
03-01-2022 09:15,1,0,0,225,224,25,40,21,225,225,224,1,229,225,225
03-01-2022 09:30,1,0,0,225,224,25,40,21,225,225,224,1,222,225,225
03-01-2022 09:45,1,0,0,227,224,25,40,21,227,227,224,1,227,225,225
03-01-2022 10:00,1,0,0,227,224,25,40,21,227,227,224,1,224,225,225
03-01-2022 10:15,1,0,0,228,224,25,40,21,228,228,224,1,224,225,225
03-01-2022 10:30,1,0,0,228,224,25,40,21,228,228,224,1,225,225,225
03-01-2022 10:45,1,0,0,229,224,25,40,21,229,229,224,1,225,225,225
03-01-2022 11:00,1,0,0,229,224,25,40,21,229,229,224,1,226,225,225
03-01-2022 11:15,1,0,0,229,224,25,40,21,229,229,224,1,227,225,225
03-01-2022 11:30,1,0,0,229,224,25,40,21,229,229,224,1,223,225,225
03-01-2022 11:45,1,0,0,229,224,25,40,21,229,229,224,1,226,225,225
03-01-2022 12:00,1,0,0,228,224,25,40,21,228,228,224,1,227,225,225
03-01-2022 12:15,1,0,0,227,224,25,40,21,227,227,224,1,221,225,225
03-01-2022 12:30,1,0,0,227,224,25,40,21,227,227,224,1,227,225,225
03-01-2022 12:45,1,0,0,227,224,25,40,21,227,227,224,1,222,225,225
03-01-2022 13:00,1,0,0,228,224,25,40,21,228,228,224,1,228,225,225
03-01-2022 13:15,1,0,0,228,225,25,40,21,228,228,225,1,222,225,225
03-01-2022 13:30,1,0,0,228,225,25,40,21,228,228,225,1,226,225,225
03-01-2022 13:45,1,0,0,228,225,25,40,21,228,228,225,1,226,225,225
03-01-2022 14:00,1,0,0,227,225,25,40,21,227,227,225,1,225,225,225
03-01-2022 14:15,1,0,0,227,225,25,40,21,227,227,225,1,226,225,225
03-01-2022 14:30,1,0,0,227,225,25,40,21,227,227,225,1,227,225,225
03-01-2022 14:45,1,0,0,227,225,25,40,21,227,227,225,1,22,225,225
03-01-2022 15:00,1,0,0,227,224,25,40,21,227,227,225,1,227,225,225
03-01-2022 15:15,1,0,0,227,224,25,40,21,227,227,224,1,224,225,225
03-01-2022 15:30,1,0,0,227,224,25,40,21,227,227,224,1,226,225,225
03-01-2022 15:45,1,0,0,227,224,25,40,21,227,227,224,1,227,225,225
03-01-2022 16:00,1,0,0,227,224,25,40,21,227,227,224,1,221,225,225
03-01-2022 16:15,1,0,0,227,224,25,40,21,227,227,224,1,228,225,225
03-01-2022 16:30,1,0,0,227,224,25,40,21,227,227,224,1,222,225,225
03-01-2022 16:45,1,0,0,228,224,25,40,21,228,228,224,1,228,225,225
03-01-2022 17:00,1,0,0,228,224,25,40,21,228,228,224,1,225,225,225
03-01-2022 17:15,1,0,0,227,224,25,40,21,227,227,224,1,227,225,225
03-01-2022 17:30,1,0,0,227,224,25,40,21,227,227,224,1,22,225,225
03-01-2022 17:45,1,0,0,228,224,25,40,21,228,228,224,1,226,225,225
03-01-2022 18:00,1,0,0,227,224,25,40,21,227,227,224,1,224,225,225
03-01-2022 18:15,1,0,0,228,224,25,40,21,228,228,224,1,227,225,225
03-01-2022 18:30,1,0,0,227,224,25,40,21,227,227,224,1,221,225,225
03-01-2022 18:45,1,0,0,227,224,25,40,21,227,227,224,1,227,225,225
03-01-2022 19:00,1,0,0,227,224,25,40,21,227,227,224,1,223,225,225
03-01-2022 19:15,1,0,0,227,224,25,40,21,227,227,224,1,225,225,225
03-01-2022 19:30,1,0,0,227,224,25,40,21,227,227,224,1,226,225,225
03-01-2022 19:45,1,0,0,227,224,25,40,21,227,227,224,1,226,225,225
03-01-2022 20:00,1,0,0,227,224,28,40,175,227,227,224,0,22,225,225
03-01-2022 20:15,1,0,0,201,22,28,40,175,201,201,224,0,225,225,225
03-01-2022 20:30,1,0,0,189,218,28,40,175,189,189,22,0,226,225,225
03-01-2022 20:45,1,0,0,182,217,28,40,175,182,182,218,0,226,225,225
03-01-2022 21:00,1,0,0,18,216,28,40,175,18,18,217,0,226,225,225
03-01-2022 21:15,1,0,0,179,215,28,40,175,179,179,216,0,226,225,225
03-01-2022 21:30,1,0,0,179,215,28,40,175,179,179,215,0,226,225,225
03-01-2022 21:45,1,0,0,179,214,28,40,175,179,179,215,0,226,225,225
03-01-2022 22:00,1,0,0,18,214,28,40,175,18,18,214,0,227,225,225
03-01-2022 22:15,1,0,0,179,214,28,40,175,179,179,214,0,227,225,225
03-01-2022 22:30,1,0,0,179,213,28,40,175,179,179,214,0,227,225,225
03-01-2022 22:45,1,0,0,179,213,28,40,175,179,179,213,0,227,225,225
03-01-2022 23:00,1,0,0,179,213,28,40,175,179,179,213,0,227,225,225
03-01-2022 23:15,1,0,0,178,213,28,40,175,178,178,213,0,227,225,225
03-01-2022 23:30,1,0,0,178,212,28,40,175,178,178,213,0,227,225,225
03-01-2022 23:45,1,0,0,177,212,28,40,175,177,177,212,0,227,225,225
04-01-2022 00:00,1,0,0,176,212,28,40,175,176,176,212,0,227,225,225
04-01-2022 00:15,1,0,0,176,212,28,40,175,176,176,212,0,227,225,225
04-01-2022 00:30,1,0,0,176,211,28,40,175,176,176,212,0,227,225,225
04-01-2022 00:45,1,0,0,176,211,28,40,175,176,176,211,0,227,225,225
04-01-2022 01:00,1,0,0,176,211,28,40,175,176,176,211,0,227,225,225
04-01-2022 01:15,1,0,0,175,21,28,40,175,175,175,211,0,227,225,225
04-01-2022 01:30,1,0,0,176,21,28,40,175,176,176,21,0,227,225,225
04-01-2022 01:45,1,0,0,175,21,28,40,175,175,175,21,0,227,225,225
04-01-2022 02:00,1,0,0,175,21,28,40,175,175,175,21,0,227,225,225
04-01-2022 02:15,1,0,0,175,21,28,40,175,175,175,21,0,227,225,225
04-01-2022 02:30,1,0,0,175,209,28,40,175,175,175,21,0,227,225,225
04-01-2022 02:45,1,0,0,175,209,28,40,175,175,175,209,0,227,225,225
04-01-2022 03:00,1,0,0,174,209,28,40,175,174,174,209,0,227,225,225
04-01-2022 03:15,1,0,0,174,209,28,40,175,174,174,209,0,227,225,225
04-01-2022 03:30,1,0,0,175,209,28,40,175,175,175,209,0,227,225,225
04-01-2022 03:45,1,0,0,175,208,28,40,175,175,175,209,0,227,225,225
04-01-2022 04:00,1,0,0,175,208,28,40,175,175,175,208,0,227,225,225
04-01-2022 04:15,1,0,0,175,208,28,40,175,175,175,208,0,227,225,225
04-01-2022 04:30,1,0,0,174,208,28,40,175,174,174,208,0,227,225,225
04-01-2022 04:45,1,0,0,175,208,28,40,175,175,175,208,0,227,225,225
04-01-2022 05:00,1,0,0,175,208,28,40,175,175,175,208,0,227,225,225
04-01-2022 05:15,1,0,0,175,207,28,40,175,175,175,208,0,227,225,225
04-01-2022 05:30,1,0,0,175,174,28,40,175,175,175,174,0,227,225,23
04-01-2022 05:45,1,0,0,176,173,28,40,175,176,176,174,0,227,23,24
04-01-2022 06:00,1,0,0,176,173,25,40,21,176,176,173,1,227,24,24
04-01-2022 06:15,1,0,0,223,228,25,40,21,223,223,173,1,252,24,24
04-01-2022 06:30,1,0,0,225,228,25,40,21,225,225,228,1,238,24,24
04-01-2022 06:45,1,0,0,228,228,25,40,21,228,228,228,1,241,24,24
04-01-2022 07:00,1,0,0,227,229,25,40,21,227,227,228,1,24,24,24
04-01-2022 07:15,1,0,0,225,229,25,40,21,225,225,229,1,237,24,24
04-01-2022 07:30,1,0,0,227,229,25,40,21,227,227,229,1,241,24,24
04-01-2022 07:45,1,0,0,227,229,25,40,21,227,227,229,1,24,24,24
04-01-2022 08:00,1,0,0,227,229,25,40,21,227,227,229,1,241,24,24
04-01-2022 08:15,1,0,0,227,229,25,40,21,227,227,229,1,238,24,24
04-01-2022 08:30,1,0,0,227,229,25,40,21,227,227,229,1,24,24,24
04-01-2022 08:45,1,0,0,227,237,25,40,21,227,227,237,1,241,24,225
04-01-2022 09:00,1,0,0,227,225,25,40,21,227,227,237,1,228,225,225
