"Date,Time,Msecs,RLT11 Kühler-Ventil Istwert,RLT11 Kühler-Ventil Sollwert,RLT11 Abluftdruck,RLT11 Ablufttemperaturfühler,RLT11 AB-Ventilator FU Istwert,RLT11 Aussentemperaturfühler,RLT11 Fortlufttemperaturfühler,RLT11 Vorerhitzer-Ventil Istwert,RLT11 Vorerhitzer-Ventil Sollwert,RLT11 VE Rücklauftemperaturfühler,Sollwert VE Rücklauftemperaturfühler,RLT11 WRG-Klappe,RLT11 Zuluftdruck,RLT11 Zulufttemperaturfühler,Sollwert Zulufttemperaturfühler,RLT11 ZU-Ventilator FU Istwert"
"03.03.2021,11:37:53,293, , , ,23.02, , , , , , , , , , , , "
"03.03.2021,11:39:53,273, , , , , ,10.43,18.20, , ,28.95, , , , , , "
"03.03.2021,11:43:53,203, , , , , , , , , ,28.75, , , , , , "
"03.03.2021,11:47:53,236, , , , , ,10.70, , , ,28.44, , , , , , "
"03.03.2021,11:49:53,249, , , , , , ,18.42, , , , , , , , , "
"03.03.2021,11:51:53,205, , , , , ,10.94, , , , , , , , , , "
"03.03.2021,11:59:53,224, , , , , , , , , , , , , ,23.55, , "
"03.03.2021,12:01:53,275, , , , , , ,18.65, , , , , , , , , "
"03.03.2021,12:03:53,243, , , , , ,11.27, , , , , , , , , , "
"03.03.2021,12:11:53,269, , , , , ,11.64, , , ,28.70, , , , , , "
"03.03.2021,12:13:53,256, , , , , , ,18.91, , , , , , ,23.80, , "
"03.03.2021,12:17:53,259, , , , , ,11.39, , , , , , , , , , "
"03.03.2021,12:23:53,219, , , , , , , , , ,28.44, , , , , , "
"03.03.2021,12:25:53,284, , , , , ,11.65, , , , , , , , , , "
"03.03.2021,12:27:53,286, , , , , ,11.98, , , , , , , , , , "
"03.03.2021,12:29:53,261, , , , , ,12.36,19.17, , , , , , , , , "
"03.03.2021,12:31:53,295, , , , , ,12.15, , , ,28.17, , , , , , "
"03.03.2021,12:35:53,214, , , , , ,12.55, , , , , , , , , , "
"03.03.2021,12:41:53,213, , , , , , , , , ,27.92, , , , , , "
"03.03.2021,12:47:53,252, , , , , , ,19.43, , , , , , , , , "
"03.03.2021,12:49:53,220, , , , , ,12.81, , , , , , , , , , "
"03.03.2021,12:51:53,259, , , , , ,12.55, , , ,27.67, , , , , , "
"03.03.2021,12:59:53,286, , , , , ,12.79, , , , , , , , , , "
"03.03.2021,13:07:53,278, , , , , , , , , ,27.46, , , , , , "
"03.03.2021,13:21:53,221, , , , , ,13.19,19.68, , , , , , , , , "
"03.03.2021,13:23:53,252, , , , , ,12.87, , , , , , , , , , "
"03.03.2021,13:25:53,227, , , , , ,13.07, , , , , , , , , , "
"03.03.2021,13:29:53,203, , , , , ,13.49, , , , , , , , , , "
"03.03.2021,13:31:53,213, , , , , ,13.15, , , , , , , , , , "
"03.03.2021,13:51:53,261, , , , , ,12.81, , , , , , , , , , "
"03.03.2021,13:53:53,245, , , , , , , , , ,27.67, , , , , , "
"03.03.2021,13:57:53,219, , , , , ,13.09, , , , , , , , , , "
"03.03.2021,14:15:53,245, , , , , , , , , ,27.93, , , , , , "
"03.03.2021,14:21:53,248, , , , , ,12.87, , , , , , , , , , "
"03.03.2021,14:33:53,240, , , , , , , , ,93.43,28.18, , , , , , "
"03.03.2021,14:35:53,250, , , , , , , ,94.62, , , , , , , , "
"03.03.2021,14:43:53,223, , , , , , ,19.42, , , , , , , , , "
"03.03.2021,14:49:53,233, , , , , , , , , ,27.93, , , , , , "
"03.03.2021,15:01:53,286, , ,2.43, ,0.03, , ,45.45,0.00,28.81,50.00, ,3.08, , ,0.02"
"03.03.2021,15:03:53,258, , , , , ,13.13, ,0.32, ,29.41, , , , , , "
"03.03.2021,15:05:53,208, , , , , , , , , ,29.08, , , , , , "
"03.03.2021,15:07:53,298, , , , , ,13.45, , , ,28.76, , , , , , "
"03.03.2021,15:09:53,301, , , ,22.77, , , , , , , , , ,23.56, , "
"03.03.2021,15:11:53,231, , , , , , , , , ,28.41, , , , , , "
"03.03.2021,15:13:53,266, , , , , ,13.77, , , , , , , , , , "
"03.03.2021,15:15:53,219, , , , , , , , , ,28.12, , , ,23.35, , "
"03.03.2021,15:17:53,262, , , ,22.51, , , , , , , , , , , , "
"03.03.2021,15:19:53,215, , , , , , , , , ,27.86, , , , , , "
"03.03.2021,15:21:53,213, , , , , ,14.03, , , , , , , , , , "
"03.03.2021,15:23:53,282, , , , , , , , , , , , , ,23.09, , "
"03.03.2021,15:25:53,212, , , ,22.26, , , , , ,27.54, , , , , , "
"03.03.2021,15:31:53,270, , , , , , , , , ,27.28, , , ,22.83, , "
"03.03.2021,15:37:53,254, , , ,22.00, , , , , ,27.02, , , , , , "
"03.03.2021,15:39:53,263, , , , , ,14.28, , , , , , , , , , "
"03.03.2021,15:41:53,221, , , , , , , , , , , , , ,22.58, , "
"03.03.2021,15:43:53,286, , , , , , , , , ,26.70, , , , , , "
"03.03.2021,15:49:53,288, , , ,21.74, , , , , , , , , , , , "
"03.03.2021,15:51:53,229, , , , , , , , , ,26.44, , , ,22.32, , "
"03.03.2021,15:57:53,285, , , , , , , , , ,26.18, , , , , , "
"03.03.2021,16:01:53,256, , , , , , ,19.22, , , , , , ,22.06, , "
"03.03.2021,16:05:53,278, , , ,21.48, , , , , ,25.92, , , , , , "
"03.03.2021,16:07:53,217, , , , , ,14.50, , , , , , , , , , "
"03.03.2021,16:11:53,201, , , , , , , , , ,25.67, , , , , , "
"03.03.2021,16:13:53,255, , , , , , , , , , , , , ,21.80, , "
"03.03.2021,16:19:53,203, , , , , , , , , ,25.41, , , , , , "
"03.03.2021,16:21:53,203, , , ,21.22, , , , , , , , , , , , "
"03.03.2021,16:27:53,213, , , , , , , , , ,25.15, , , ,21.55, , "
"03.03.2021,16:35:53,218, , , , , , , , , ,24.89, , , , , , "
"03.03.2021,16:41:53,219, , , ,20.97, , , , , , , , , , , , "
"03.03.2021,16:43:53,230, , , , , ,14.71, , , ,24.64, , , ,21.29, , "
"03.03.2021,16:53:53,259, , , , , , ,18.97, , ,24.38, , , , , , "
"03.03.2021,17:03:53,260, , , , , , , , , ,24.12, , , , , , "
"03.03.2021,17:05:53,204, , , , , , , , , , , , , ,21.03, , "
"03.03.2021,17:13:53,236, , , , , , , , , ,23.86, , , , , , "
"03.03.2021,17:23:53,287, , , , , , , , , ,23.61, , , , , , "
"03.03.2021,17:33:53,222, , , , , , , , , ,23.41, , , , , , "
"03.03.2021,17:35:53,258, , , , , , , , , , , , , ,20.80, , "
"03.03.2021,17:43:53,228, , , , , , , , , ,23.16, , , , , , "
"03.03.2021,17:53:53,244, , , ,20.75, , ,18.77, , , , , , , , , "
"03.03.2021,17:59:53,263, , , , , , , , , ,22.90, , , , , , "
"03.03.2021,18:07:53,247, , , , , ,14.93, , , , , , , , , , "
"03.03.2021,18:13:53,288, , , , , , , , , ,22.64, , , , , , "
"03.03.2021,18:17:53,247, , , , , , , , , , , , , ,20.58,23.88, "
"03.03.2021,18:25:53,201, , , , , ,15.18, , , , , , , , , , "
"03.03.2021,18:29:53,253, , , , , , , , , ,22.38, , , , , , "
"03.03.2021,18:45:53,270, , , , , , , , , ,22.17, , , , , , "
"03.03.2021,19:01:53,202, , , , , , , , , ,21.93, , , , , , "
"03.03.2021,19:23:53,262, , , , , , , , , ,21.67, , , , , , "
"03.03.2021,19:47:53,260, , , , , , , , , ,21.43, , , , , , "
"03.03.2021,20:11:53,209, , , , , , , , , ,21.22, , , ,20.34, , "
"03.03.2021,20:43:53,238, , , , , , , , , ,20.97, , , , , , "
"03.03.2021,21:13:53,230, , , , , ,15.44, , , , , , , , , , "
"03.03.2021,21:25:53,277, , , , , , , , , ,20.75, , , , , , "
"03.03.2021,22:05:53,210, , , , , , , , , ,20.54, , , , , , "
"03.03.2021,22:57:53,247, , , , , , , , , ,20.32, , , , , , "
"03.03.2021,23:37:53,225, , , ,20.54, , , , , , , , , , , , "
"03.03.2021,23:55:53,252, , , , , , , , , , , , , ,20.13, , "
"04.03.2021,00:27:53,219, , , , , , , , , ,20.08, , , , , , "
"04.03.2021,02:11:53,265, , , , , , , , , ,19.88, , , , , , "
"04.03.2021,04:33:53,287, , , ,20.34, , , , , , , , , , , , "
"04.03.2021,05:47:53,280, , , , , , , , , ,19.66, , , , , , "
"04.03.2021,06:11:53,234, , , , , , ,18.52, , , , , , , , , "
"04.03.2021,06:13:53,302, , , , , ,15.18, , , , , , , , , , "
"04.03.2021,06:43:53,287, , , , , ,14.92, , , , , , , , , , "
"04.03.2021,07:03:53,256, , , ,20.13, , , , , , , , , , , , "
"04.03.2021,07:17:53,229, , , , , , , , , , , , , ,19.89, , "
"04.03.2021,07:37:53,205, , , , , , ,18.29, , , , , , , , , "
"04.03.2021,07:51:53,272, , , , , ,14.67, , , , , , , , , , "
"04.03.2021,08:07:53,291, , , , , , ,18.07, , , , , , , , , "
"04.03.2021,10:01:53,244, , , , ,16.67, , , , , ,20.00, , , , ,16.65"
"04.03.2021,10:03:53,211, , ,14.73,20.75,39.87,9.45,17.85, , , , , ,26.53,19.44, ,39.85"
"04.03.2021,10:05:53,210, , , ,21.23, ,8.16,17.17,12.68,14.46,19.15, , , ,18.97, , "
"04.03.2021,10:07:53,238, , , ,21.52, ,7.85,16.83,27.68,29.08, , , , , , , "
"04.03.2021,10:09:53,291, , , ,21.74, , ,16.59,42.69,43.66,20.43, , , , , , "
"04.03.2021,10:11:53,257, , ,25.81, ,47.38, , ,55.53,56.31,22.30, , , ,19.33, , "
"04.03.2021,10:13:53,201, , ,38.67,22.13,53.84, ,16.98,66.39,66.59,24.18, , , ,20.05, , "
"04.03.2021,10:15:53,265, , ,49.51, ,58.99,8.06, ,74.44,74.58,25.47, , ,39.10,20.81, ,46.61"
"04.03.2021,10:17:53,301, , ,61.46,22.39, , , ,81.58,81.11,26.19, , ,48.08,21.31, , "
"04.03.2021,10:19:53,271, , ,67.80, ,65.58, , ,87.64,87.04,26.64, , ,55.37,21.61, ,54.47"
"04.03.2021,10:21:53,219, , , , , , , ,93.24,92.48,26.96, , ,61.10, , , "
"04.03.2021,10:23:53,232, , ,79.41, , , , ,99.75,97.61,27.22, , , ,21.93, , "
"04.03.2021,10:25:53,288, , ,85.96, ,71.19, , , , ,29.06, , ,69.29,22.39, ,61.15"
"04.03.2021,10:27:53,283, , , ,22.59, , , , , ,29.35, , , ,22.65, , "
"04.03.2021,10:29:53,248, , , , , , , , , , , , ,76.65, , , "
"04.03.2021,10:35:53,286, , ,91.35, , , , , , , , , , , , , "
"04.03.2021,10:39:53,290, , , , , ,8.32, , , , , , ,82.05, , , "
"04.03.2021,10:43:53,249, , , , , , , , , , , , , ,22.90, ,66.17"
"04.03.2021,10:49:53,285, , ,96.52, , , , , , ,29.58, , , , , , "
"04.03.2021,10:57:53,206, , , , , , , , , , , , , ,23.15, , "
"04.03.2021,11:01:53,233, , , , , , , , , ,29.80, , , , , , "
"04.03.2021,11:03:53,210, , , ,22.83, ,8.61, , , , , , , , , , "
"04.03.2021,11:05:53,245, , , , , , ,17.24, , , , , , , , , "
"04.03.2021,11:07:53,219, , , , , ,8.83, , , , , , , , , , "
"04.03.2021,11:09:53,206, , , , , , , , , ,27.43, , , ,22.78, , "
"04.03.2021,11:11:53,244, , , , , , , , , ,26.69, , , ,22.45, , "
"04.03.2021,11:13:53,268, , , , , , , , , ,26.31, , , ,22.20, , "
"04.03.2021,11:15:53,210, , , , , ,9.15, , , ,28.59, , , ,22.53, , "
"04.03.2021,11:17:53,254, , , , , , , , , ,29.43, , , ,22.95, , "
"04.03.2021,11:19:53,246, , ,90.96, , , , , , , , , , , , , "
"04.03.2021,11:21:53,206, , ,97.40, , , , , , ,27.72, , , , , , "
"04.03.2021,11:23:53,282, , , , , , , , , ,27.00, , , ,22.57, , "
"04.03.2021,11:25:53,228, , ,92.00, , , , , , ,26.31, , , ,22.31, , "
"04.03.2021,11:27:53,266, , , , , , ,17.49, , , , , , , , , "
"04.03.2021,11:29:53,277, , , , , ,9.53, , , ,26.57, , , , , , "
"04.03.2021,11:33:53,213, , , , , , , , , ,26.05, , , , , , "
"04.03.2021,11:37:53,262, , , , , ,9.97,17.78, , , , , , , , , "
"04.03.2021,11:39:53,281, , , , , , , , , ,26.33, , , , , , "
"04.03.2021,11:41:53,271, , , , , , , , , ,26.81, , , , , , "
"04.03.2021,11:43:53,274, , , , , , , , , ,27.19, , , ,22.51, , "
"04.03.2021,11:47:53,291, , , , , , , , , ,27.76, , , ,22.77, , "
"04.03.2021,11:49:53,224, , , , , , ,18.01, , ,28.12, , , , , , "
"04.03.2021,11:51:53,236, , , , , ,10.20, , , ,28.56, , , ,23.09, , "
"04.03.2021,11:53:53,267, , , , , ,10.44, , , ,28.96, , , , , , "
"04.03.2021,11:55:53,217, , , , , , , , , ,29.36, , , ,23.48, , "
"04.03.2021,11:57:53,221, , , , , ,10.76,18.27, , ,29.93, , , ,23.73, , "
"04.03.2021,11:59:53,282, , , , , , , , , ,30.31, , , ,23.93, , "
"04.03.2021,12:01:53,243, , , , , ,11.14, , , ,30.57, , , , , , "
"04.03.2021,12:03:53,230, , , , , , ,18.53, , ,30.83, , , ,24.25, , "
"04.03.2021,12:05:53,271, , , , , ,11.66, , , ,31.09, , , , , , "
"04.03.2021,12:07:53,271, , , , , , , ,93.78,92.00, , , , ,24.58, , "
"04.03.2021,12:09:53,228, , , , , , ,18.78, , ,31.35, , , , , , "
"04.03.2021,12:11:53,277, , , , , , , ,88.51,86.46, , , , , , , "
"04.03.2021,12:13:53,255, , ,97.21, , , , , , , , , , , , , "
"04.03.2021,12:15:53,269, , , , ,76.20, , ,82.57,80.54,31.02, , , , , , "
"04.03.2021,12:17:53,298, , , , , ,12.02, , , ,30.71, , , , , , "
"04.03.2021,12:19:53,201, , ,92.09, , , ,19.04,76.64,75.07,30.38, , , , , , "
"04.03.2021,12:21:53,252, , , , , ,12.48, , , ,30.05, , , , , , "
"04.03.2021,12:23:53,271, , , , , , , , , ,29.73, , , , , , "
"04.03.2021,12:25:53,247, , ,97.10, , , ,19.30,70.22,68.72,29.41, , , , , , "
"04.03.2021,12:27:53,224, , , , , , , , , ,29.08, , , , , , "
"04.03.2021,12:29:53,301, , , , , , , , , ,28.76, , , ,24.25, , "
"04.03.2021,12:31:53,265, , , , , , , , , ,28.50, , , , , , "
"04.03.2021,12:33:53,296, , , , , , , ,65.08, , , , , , , , "
"04.03.2021,12:35:53,205, , , , , ,12.84, , , ,28.12, , , ,23.99, , "
"04.03.2021,12:37:53,275, , , , , , , , ,63.33, , , , , , , "
"04.03.2021,12:39:53,297, , , , , ,13.31,19.59, , ,27.79, , , , , , "
"04.03.2021,12:43:53,243, , , , , , , , , ,27.47, , , , , , "
"04.03.2021,12:47:53,242, , , , , , ,19.81, , , , , , , , , "
"04.03.2021,12:49:53,218, , , , , , , , , ,27.17, , , , , , "
"04.03.2021,12:53:53,269, , , , , ,13.63, , , ,26.96, , , ,23.77, , "
"04.03.2021,12:55:53,211, , , ,23.09, , , , , , , , , , , , "
"04.03.2021,12:57:53,258, , , , , ,13.90, , , , , , , , , , "
"04.03.2021,12:59:53,229, , , , , , ,20.07, , ,26.73, , , , , , "
"04.03.2021,13:05:53,297, , ,91.59, , , , , , ,26.50, , , , , , "
"04.03.2021,13:17:53,250, , , , , ,14.16, , , ,26.83, , , , , , "
"04.03.2021,13:19:53,255, , ,96.64, , , , , , , , , , , , , "
"04.03.2021,13:21:53,203, , , , , , , , , ,27.15, , , , , , "
"04.03.2021,13:23:53,273, , , , , , , , , , , , , ,24.00, , "
"04.03.2021,13:25:53,236, , , , , , ,20.33, , ,27.51, , , , , , "
"04.03.2021,13:27:53,286, , , , , ,14.41, , , , , , , , , , "
"04.03.2021,13:31:53,299, , , , , ,13.92, , , , , , , ,24.20, , "
"04.03.2021,13:33:53,246, , , , , , , , , ,27.73, , , , , , "
"04.03.2021,13:35:53,281, , , , , ,14.16, , , , , , , , , , "
"04.03.2021,13:37:53,210, , , , , ,13.88, , , , , , , , , , "
"04.03.2021,13:39:53,256, , , , , , , ,59.22,58.30, , , , , , , "
"04.03.2021,13:43:53,297, , , , , ,13.57, , , ,27.47, , , , , , "
"04.03.2021,13:51:53,213, , , , , , , , , ,27.21, , , , , , "
"04.03.2021,13:53:53,242, , , , , , , ,54.04,53.00, , , , ,23.99, , "
"04.03.2021,13:55:53,273, , , , , ,13.83, , , ,26.89, , , , , , "
"04.03.2021,14:05:53,223, , , , , , , , , ,26.57, , , , , , "
"04.03.2021,14:11:53,266, , , , , , , , , , , , , ,23.73, , "
"04.03.2021,14:13:53,257, , , , , ,13.63, , , , , , , , , , "
"04.03.2021,14:15:53,286, , , , , , , , , ,26.31, , , , , , "
"04.03.2021,14:19:53,284, , , , , , ,20.07, , , , , , , , , "
"04.03.2021,14:23:53,226, , , , , , , , ,58.19,26.09, , , ,23.48, , "
"04.03.2021,14:25:53,280, , , , , ,13.84, ,59.91, , , , , , , , "
"04.03.2021,14:31:53,209, , , , , , , , ,63.50, , , , , , , "
"04.03.2021,14:33:53,257, , , , , , , ,65.04, , , , , , , , "
"04.03.2021,14:35:53,264, , , , , , , , , ,25.86, , , , , , "
"04.03.2021,14:39:53,269, , , , , , , ,70.19,69.91, , , , , , , "
"04.03.2021,14:43:53,300, , , , , , , ,75.26, , , , , , , , "
"04.03.2021,14:45:53,205, , , , , , , , ,74.98, , , , , , , "
"04.03.2021,14:47:53,293, , , , , ,14.09, , , , , , , , , , "
"04.03.2021,14:49:53,240, , , , , , , , , ,26.22, , , , , , "
"04.03.2021,14:51:53,251, , , , , , , , , ,26.42, , , , , , "
"04.03.2021,14:53:53,218, , , , , , , ,80.83,80.01,26.70, , , , , , "
"04.03.2021,14:55:53,253, , , , , ,14.47, , , ,26.96, , , , , , "
"04.03.2021,14:57:53,263, , , , , , , , , ,27.16, , , ,23.74, , "
"04.03.2021,14:59:53,252, , , , , , , , , ,27.41, , , , , , "
"04.03.2021,15:01:53,286, , ,2.43, ,0.02, , ,30.70,0.00,28.81,50.00, ,3.07, , ,0.02"
"04.03.2021,15:03:53,216, , , , , ,14.80, ,0.34, ,29.47, , , , , , "
"04.03.2021,15:05:53,287, , , , , , , , , ,29.08, , , , , , "
"04.03.2021,15:07:53,282, , , ,22.83, ,15.06, , , ,28.83, , , , , , "
"04.03.2021,15:11:53,244, , , , , , , , , ,28.44, , , , , , "
"04.03.2021,15:13:53,229, , , , , , , , , , , , , ,23.48, , "
"04.03.2021,15:15:53,250, , , ,22.55, ,15.33, , , ,28.18, , , , , , "
"04.03.2021,15:19:53,255, , , , , , , , , , , , , ,23.22, , "
"04.03.2021,15:21:53,300, , , , , , , , , ,27.86, , , , , , "
"04.03.2021,15:23:53,245, , , ,22.32, , , , , , , , , , , , "
"04.03.2021,15:25:53,272, , , , , , ,19.81, , , , , , , , , "
"04.03.2021,15:27:53,250, , , , , ,15.03, , , ,27.55, , , ,22.96, , "
"04.03.2021,15:31:53,226, , , , , ,14.80, , , , , , , , , , "
"04.03.2021,15:33:53,246, , , ,22.06, , , , , ,27.28, , , , , , "
"04.03.2021,15:35:53,257, , , , , , , , , , , , , ,22.70, , "
"04.03.2021,15:39:53,254, , , , , , , , , ,27.02, , , , , , "
"04.03.2021,15:43:53,246, , , ,21.84, , , , , , , , , ,22.46, , "
"04.03.2021,15:45:53,233, , , , , , , , , ,26.76, , , , , , "
"04.03.2021,15:51:53,255, , , , , , , , , ,26.55, , , , , , "
"04.03.2021,15:53:53,240, , , , , , , , , , , , , ,22.25, , "
"04.03.2021,15:55:53,286, , , , , ,14.54, , , , , , , , , , "
"04.03.2021,15:57:53,285, , , ,21.61, , , , , ,26.31, , , , , , "
"04.03.2021,16:03:53,251, , , , , , ,19.56, , ,26.05, , , , , , "
"04.03.2021,16:05:53,274, , , , , , , , , , , , , ,22.00, , "
"04.03.2021,16:11:53,265, , , , , , , , , ,25.80, , , , , , "
"04.03.2021,16:15:53,265, , , ,21.35, , , , , , , , , , , , "
"04.03.2021,16:17:53,273, , , , , , , , , ,25.57, , , ,21.74, , "
"04.03.2021,16:23:53,257, , , , , , , , , ,25.34, , , , , , "
"04.03.2021,16:31:53,221, , , , , , , , , ,25.09, , , , , , "
"04.03.2021,16:33:53,272, , , , , , , , , , , , , ,21.48, , "
"04.03.2021,16:39:53,260, , , , , , , , , ,24.86, , , , , , "
"04.03.2021,16:47:53,274, , , , , , , , , ,24.64, , , , , , "
"04.03.2021,16:51:53,269, , , , , , ,19.35, , , , , , ,21.22, , "
"04.03.2021,16:55:53,247, , , , , , , , , ,24.43, , , , , , "
"04.03.2021,17:01:53,239, , , ,21.15, , , , , , , , , , , , "
"04.03.2021,17:03:53,202, , , , , , , , , ,24.18, , , , , , "
"04.03.2021,17:13:53,287, , , , , , , , , ,23.95, , , ,21.00, , "
"04.03.2021,17:23:53,297, , , , , , , , , ,23.73, , , , , , "
"04.03.2021,17:33:53,263, , , , , , , , , ,23.48, , , , , , "
"04.03.2021,17:35:53,273, , , , , , ,19.14, , , , , , , , , "
"04.03.2021,17:41:53,279, , , , , , , , , , , , , ,20.78, , "
"04.03.2021,17:47:53,260, , , ,20.91, , , , , ,23.22, , , , , , "
"04.03.2021,17:57:53,268, , , , , ,14.74, , , , , , , , , , "
"04.03.2021,18:01:53,209, , , , , , , , , ,22.96, , , , , , "
"04.03.2021,18:07:53,270, , , , , ,14.99, , , , , , , , , , "
"04.03.2021,18:15:53,277, , , , , , , , , ,22.70, , , , , , "
"04.03.2021,18:31:53,202, , , , , , , , , ,22.45, , , , , , "
"04.03.2021,18:33:53,272, , , , , ,15.24, , , , , , , , , , "
"04.03.2021,18:49:53,243, , , , , , , , , ,22.19, , , , , , "
"04.03.2021,18:51:53,265, , , , , , , , , , , , , ,20.57, , "
"04.03.2021,19:09:53,257, , , , , , , , , ,21.93, , , , , , "
"04.03.2021,19:33:53,225, , , , , , , , , ,21.67, , , , , , "
"04.03.2021,19:59:53,233, , , , , , , , , ,21.42, , , , , , "
"04.03.2021,20:31:53,267, , , , , , , , , ,21.16, , , , , , "
"04.03.2021,20:51:53,272, , , , , , , , , , , , , ,20.33, , "
"04.03.2021,21:11:53,241, , , , , , , , , ,20.91, , , , , , "
"04.03.2021,21:17:53,255, , , , , , ,18.92, , , , , , , , , "
"04.03.2021,22:01:53,224, , , , , , , , , ,20.67, , , , , , "
"04.03.2021,22:17:53,224, , , , , ,15.04, , , , , , , , , , "
"04.03.2021,22:41:53,257, , , , , ,15.25, , , , , , , , , , "
"04.03.2021,22:47:53,209, , , , , , , , , ,20.45, , , , , , "
"04.03.2021,23:13:53,246, , , , , ,14.99, , , , , , , , , , "
"04.03.2021,23:17:53,239, , , ,20.70, , , , , , , , , , , , "
"05.03.2021,00:05:53,291, , , , , ,15.25, , , , , , , , , , "
"05.03.2021,00:13:53,281, , , , , , , , , ,20.25, , , , , , "
"05.03.2021,01:41:53,205, , , ,20.50, , , , , , , , , , , , "
"05.03.2021,01:47:53,221, , , , , ,15.03, , , , , , , , , , "
"05.03.2021,01:53:53,301, , , , , , , , , ,20.04, , , , , , "
"05.03.2021,01:55:53,281, , , , , , ,18.72, , , , , , , , , "
"05.03.2021,02:45:53,240, , , , , ,15.25, , , , , , , , , , "
"05.03.2021,03:17:53,298, , , , , ,14.92, , , , , , , , , , "
"05.03.2021,03:41:53,201, , , , , , , , , , , , , ,20.13, , "
"05.03.2021,04:03:53,221, , , , , ,15.16, , , , , , , , , , "
"05.03.2021,04:17:53,202, , , , , , , , , ,19.84, , , , , , "
"05.03.2021,04:25:53,218, , , ,20.26, , , , , , , , , , , , "
"05.03.2021,06:15:53,207, , , , , ,14.92, , , , , , , , , , "
"05.03.2021,06:35:53,231, , , , , , ,18.50, , , , , , , , , "
"05.03.2021,06:55:53,213, , , , , ,14.68, , , , , , , , , , "
"05.03.2021,07:07:53,241, , , , , , ,18.27, , , , , , , , , "
"05.03.2021,07:37:53,283, , , , , , ,18.07, , , , , , , , , "
"05.03.2021,07:43:53,220, , , ,20.06, , , , , , , , , , , , "
"05.03.2021,08:13:53,242, , , , , , ,17.82, , , , , , , , , "
"05.03.2021,09:03:53,237, , , , , ,14.27, , , , , , , , , , "
"05.03.2021,09:11:53,268, , , ,19.81, , , , , , , , , , , , "
"05.03.2021,09:15:53,263, , , , , , ,17.61, , , , , , , , , "
"05.03.2021,09:19:53,208, , , , , ,14.48, , , , , , , , , , "
"05.03.2021,09:23:53,277, , , , , , , , , ,19.63, , , , , , "
"05.03.2021,10:01:53,269, , , , ,27.63,14.06,17.30, , , ,20.00, ,14.06,19.92, ,27.64"
"05.03.2021,10:03:53,235, , ,15.10,20.81,39.88,6.61, , , , , , ,27.27,19.42,23.67,39.85"
"05.03.2021,10:05:53,232, , , ,21.29, ,4.89,16.15,13.74,15.51,18.98, , , ,18.70, , "
"05.03.2021,10:07:53,267, , , ,21.55, ,4.19,15.60,29.77,31.41, , , , ,18.39, , "
"05.03.2021,10:09:53,290, , , , , , ,15.24,45.93,47.01,20.45, , , , , , "
"05.03.2021,10:11:53,251, , ,28.43,21.93,47.63, , ,59.77,60.35,23.01, , , ,18.97, , "
"05.03.2021,10:13:53,209, , ,40.08, ,54.15, ,15.52,71.13,70.92,25.50, , , ,19.87, , "
"05.03.2021,10:15:53,201, , ,50.21,22.26, ,3.64, ,78.49,78.23,27.21, , ,38.61,20.80, ,46.77"
"05.03.2021,10:17:53,282, , ,60.09, ,63.04, , ,84.61,84.19,28.10, , ,47.99,21.36, , "
"05.03.2021,10:19:53,296, , ,67.81,22.51, ,3.44, ,90.44,89.53,28.58, , ,55.59,21.68, ,54.62"
"05.03.2021,10:21:53,273, , ,76.16, ,68.29, , ,95.48,94.72,29.02, , ,61.10, , , "
"05.03.2021,10:23:53,287, , ,81.20, , ,3.64,15.26, , ,30.24, , , ,22.06, , "
"05.03.2021,10:25:53,218, , , , , ,3.30, , ,100.00,32.45, , ,69.60,22.71, ,61.25"
"05.03.2021,10:27:53,262, , , , , , , , , ,32.65, , , ,22.97, , "
"05.03.2021,10:29:53,235, , ,87.51, , , ,15.05, , , , , ,76.40, , , "
"05.03.2021,10:31:53,234, , , , ,73.40, , , , , , , , , , , "
"05.03.2021,10:33:53,224, , ,93.79, , , , , , , , , , , , , "
"05.03.2021,10:35:53,216, , , ,22.77, , , , , , , , , , , , "
"05.03.2021,10:37:53,298, , , , , , , , , , , , ,82.63, , , "
"05.03.2021,10:39:53,291, , , , , ,3.51, , , , , , , , , , "
"05.03.2021,10:41:53,268, , , , , ,3.26, , , ,32.90, , , , , , "
"05.03.2021,10:45:53,289, , , , , , , , , , , , , , , ,66.25"
"05.03.2021,10:51:53,259, , , , , , , , , , , , , ,23.22, , "
"05.03.2021,10:59:53,282, , , , , ,2.94,14.81, , , , , , , , , "
"05.03.2021,11:07:53,267, , , , , ,2.68, , , , , , , , , , "
"05.03.2021,11:09:53,206, , , , , ,2.94, , , , , , , , , , "
"05.03.2021,11:13:53,227, , , , , , , , , ,32.67, , , , , , "
"05.03.2021,11:15:53,250, , , , , ,2.62, , , , , , , , , , "
"05.03.2021,11:25:53,286, , , , , , , , , ,32.90, , , , , , "
"05.03.2021,11:31:53,251, , , , , , , , , ,33.22, , , , , , "
"05.03.2021,11:41:53,245, , , , , , , , , ,33.47, , , ,23.48, , "
"05.03.2021,11:45:53,221, , ,98.81, , , , , , , , , , , , , "
"05.03.2021,11:47:53,233, , ,92.35, , , , , , , , , , , , , "
"05.03.2021,11:49:53,259, , ,97.76, , , , , , , , , , , , , "
"05.03.2021,11:51:53,278, , , , , , ,15.06, , , , , , , , , "
"05.03.2021,11:53:53,217, , , , , ,2.88, , , ,33.22, , , , , , "
