"Date,Time,Msecs,RLT11 Kühler-Ventil Istwert,RLT11 Kühler-Ventil Sollwert,RLT11 Abluftdruck,RLT11 Ablufttemperaturfühler,RLT11 AB-Ventilator FU Istwert,RLT11 Aussentemperaturfühler,RLT11 Fortlufttemperaturfühler,RLT11 Vorerhitzer-Ventil Istwert,RLT11 Vorerhitzer-Ventil Sollwert,RLT11 VE Rücklauftemperaturfühler,Sollwert VE Rücklauftemperaturfühler,RLT11 WRG-Klappe,RLT11 Zuluftdruck,RLT11 Zulufttemperaturfühler,Sollwert Zulufttemperaturfühler,RLT11 ZU-Ventilator FU Istwert"
"12.03.2021,04:30:56,435, , , ,19.94, , , , , , , , , , , , "
"12.03.2021,04:32:56,375, , , , , ,13.00, , , , , , , , , , "
"12.03.2021,04:40:56,357, , , , , ,13.39, , , , , , , , , , "
"12.03.2021,04:48:56,384, , , ,19.68, , , , , , , , , , , , "
"12.03.2021,05:08:56,367, , , , , , , , , ,19.67, , , , , , "
"12.03.2021,05:28:56,439, , , , , ,13.15, , , , , , , , , , "
"12.03.2021,05:34:56,379, , , , , ,12.78, , , , , , , , , , "
"12.03.2021,05:36:56,360, , , , , ,12.48, , , , , , , , , , "
"12.03.2021,05:42:56,388, , , , , ,12.74, , , , , , , , , , "
"12.03.2021,05:44:56,398, , , , , ,12.27, , , , , , , , , , "
"12.03.2021,05:52:56,407, , , , , ,12.67, , , , , , , , , , "
"12.03.2021,05:54:56,421, , , , , ,12.88, , , , , , , , , , "
"12.03.2021,05:58:56,397, , , , , ,13.13, , , , , , , , , , "
"12.03.2021,06:00:56,378, , , , , ,12.83, , , , , , , , , , "
"12.03.2021,06:02:56,432, , , , , ,12.48, , , , , , , , , , "
"12.03.2021,06:06:56,398, , , , , ,12.27, , , , , , , , , , "
"12.03.2021,06:10:56,412, , , , , ,12.49, , , , , , , , , , "
"12.03.2021,06:14:56,369, , , , , ,12.87, , , , , , , , , , "
"12.03.2021,06:26:56,393, , , , , ,13.18, , , , , , , , , , "
"12.03.2021,06:28:56,455, , , ,19.94, , , , , , , , , , , , "
"12.03.2021,06:34:56,359, , , , , ,13.39, , , , , , , , , , "
"12.03.2021,06:46:56,364, , , , , , ,18.07, , , , , , , , , "
"12.03.2021,06:54:56,388, , , , , ,13.64, , , , , , , , , , "
"12.03.2021,07:34:56,459, , , ,20.19, , , , , , , , , , , , "
"12.03.2021,07:44:56,457, , , , , ,13.32,17.82, , , , , , , , , "
"12.03.2021,07:46:56,389, , , , , ,13.00, , , , , , , , , , "
"12.03.2021,07:50:56,402, , , , , ,12.77, , , , , , , , , , "
"12.03.2021,07:56:56,385, , , , , ,13.00, , , , , , , , , , "
"12.03.2021,08:00:56,360, , , , , ,12.60, , , , , , , , , , "
"12.03.2021,08:02:56,361, , , , , ,12.36, , , , , , , , , , "
"12.03.2021,08:08:56,414, , , , , ,12.10, , , , , , , , , , "
"12.03.2021,08:14:56,435, , , , , ,12.42, , , , , , , , , , "
"12.03.2021,08:26:56,421, , , , , ,11.91, , , , , , , , , , "
"12.03.2021,08:30:56,378, , , , , ,12.23, , , , , , , , , , "
"12.03.2021,08:36:56,450, , , , , ,12.55, , , , , , , , , , "
"12.03.2021,08:44:56,391, , , , , ,12.17, , , , , , , , , , "
"12.03.2021,08:52:56,428, , , , , ,11.70, , , , , , , , , , "
"12.03.2021,09:02:56,408, , , , , ,11.46, , , , , , , , , , "
"12.03.2021,09:06:56,384, , , , , ,11.73, , , , , , , , , , "
"12.03.2021,09:18:56,423, , , , , ,11.52, , , , , , , , , , "
"12.03.2021,09:22:56,360, , , , , ,11.86, , , , , , , , , , "
"12.03.2021,09:24:56,411, , , , , ,12.15, , , , , , , , , , "
"12.03.2021,09:26:56,392, , , , , ,12.36, , , , , , , , , , "
"12.03.2021,09:30:56,458, , , , , ,12.14, , , , , , , , , , "
"12.03.2021,10:02:56,428, , ,13.97,20.83,39.86,9.85, , , , ,20.00, ,27.46,19.72, ,39.83"
"12.03.2021,10:04:56,444, , , ,21.30, ,8.44,17.26,6.30,8.27,19.47, , , ,19.10, , "
"12.03.2021,10:06:56,424, , , ,21.57, , ,16.90,21.15,23.07,19.10, , , ,18.84, , "
"12.03.2021,10:08:56,413, , , , , , ,16.65,36.27,37.52,20.10, , , , , , "
"12.03.2021,10:10:56,435, , ,22.91,21.88,45.58, , ,49.42,50.45,22.08, , , ,19.28, , "
"12.03.2021,10:12:56,399, , ,37.00, ,52.14, ,16.88,60.72,60.86,24.25, , , ,20.00, , "
"12.03.2021,10:14:56,432, , ,48.28,22.19,57.15, ,17.24,68.45,68.53,25.92, , ,36.03,20.87, , "
"12.03.2021,10:16:56,358, , ,58.61, , , , ,74.39,74.21,26.83, , ,45.33,21.55, ,49.17"
"12.03.2021,10:18:56,381, , ,67.02, ,64.81, , , , ,27.33, , ,52.81,21.93, , "
"12.03.2021,10:20:56,393, , , ,22.45, , , ,84.18,83.47,27.60, , , ,22.19, ,56.03"
"12.03.2021,10:22:56,359, , ,75.12, , ,8.80, , , ,27.86, , ,63.75, , , "
"12.03.2021,10:24:56,415, , ,82.92, ,70.82, , ,92.25,91.24, , , , ,22.45, , "
"12.03.2021,10:26:56,450, , , , , ,8.58, , , ,28.18, , ,72.73, , ,61.99"
"12.03.2021,10:28:56,393, , , , , ,8.83, ,99.95,98.09,28.95, , , , , , "
"12.03.2021,10:30:56,370, , , , , , , , , ,30.69, , , ,23.15, , "
"12.03.2021,10:32:56,452, , ,90.19, , , , , , ,30.96, , ,78.98,23.42, , "
"12.03.2021,10:34:56,446, , , ,22.70, , , , , , , , , , , , "
"12.03.2021,10:40:56,454, , , , , ,8.58, , , , , , , , , , "
"12.03.2021,10:42:56,450, , , , , , , , , , , , , ,23.67, , "
"12.03.2021,10:44:56,384, , , , , , , , , ,31.28, , ,84.25, , , "
"12.03.2021,10:48:56,360, , , , , ,8.83, , , , , , , , , , "
"12.03.2021,10:50:56,447, , , , ,75.85, , , , ,31.54, , , ,23.93, , "
"12.03.2021,10:58:56,453, , ,97.85, , , , , , ,31.80, , , , , , "
"12.03.2021,11:00:56,396, , , , , , , ,94.75,93.05, , , , ,24.19, , "
"12.03.2021,11:02:56,428, , , , , ,9.15,17.50, , , , , , , , , "
"12.03.2021,11:06:56,399, , , , , , , , ,87.94, , , , , , , "
"12.03.2021,11:08:56,380, , , , , , , ,87.64, , , , , , , , "
"12.03.2021,11:12:56,379, , , , , , , , ,82.06, , , , , , , "
"12.03.2021,11:14:56,441, , , , , , , ,82.39, , , , , , , , "
"12.03.2021,11:16:56,433, , ,91.19, , , , , , ,31.44, , , , , , "
"12.03.2021,11:18:56,448, , , , , , , , ,77.00, , , , , , , "
"12.03.2021,11:20:56,413, , , , , , , , , ,31.08, , , , , , "
"12.03.2021,11:22:56,364, , ,96.64, , ,9.37, ,75.76, , , , , , , , "
"12.03.2021,11:24:56,426, , , ,22.94, , , , , ,30.63, , , , , , "
"12.03.2021,11:28:56,379, , , , , ,9.12, , , ,30.38, , , ,23.93, , "
"12.03.2021,11:30:56,396, , , , , ,9.47,17.75, ,71.69, , , , , , , "
"12.03.2021,11:36:56,461, , , , , , , , , ,30.05, , , , , , "
"12.03.2021,11:38:56,387, , , , , , , ,70.60, , , , , , , , "
"12.03.2021,11:40:56,406, , , , , , ,18.01, , , , , , , , , "
"12.03.2021,11:48:56,416, , , , , , , , ,66.50, , , , , , , "
"12.03.2021,11:50:56,448, , , , , , , , , ,29.80, , , , , , "
"12.03.2021,11:52:56,438, , ,91.25, , , , , , , , , , , , , "
"12.03.2021,11:54:56,434, , ,96.58, , , , , , , , , , , , , "
"12.03.2021,11:56:56,397, , , , , , , ,65.06, , , , , , , , "
"12.03.2021,12:00:56,369, , , , , ,9.73,18.27, , , , , , , , , "
"12.03.2021,12:04:56,386, , , , , , , , ,61.07, , , , , , , "
"12.03.2021,12:06:56,450, , ,91.03, , , , , , , , , , , , , "
"12.03.2021,12:10:56,420, , , , , , , ,59.94, , , , , , , , "
"12.03.2021,12:12:56,398, , , , , ,10.05, , , , , , , , , , "
"12.03.2021,12:14:56,371, , , , , , , , , ,29.54, , , , , , "
"12.03.2021,12:16:56,452, , , , , , ,18.53, , , , , , , , , "
"12.03.2021,12:18:56,456, , ,97.15, , , , , ,55.96,29.28, , , , , , "
"12.03.2021,12:20:56,422, , ,91.04, , , , , , , , , , , , , "
"12.03.2021,12:22:56,382, , , , , , , , , ,29.02, , , , , , "
"12.03.2021,12:24:56,396, , , , , ,10.56, , , , , , , , , , "
"12.03.2021,12:26:56,457, , , , , ,10.17, , , , , , , , , , "
"12.03.2021,12:28:56,427, , , , , , , ,54.80, ,28.70, , , , , , "
"12.03.2021,12:30:56,361, , , , , ,9.87, , , , , , , , , , "
"12.03.2021,12:32:56,452, , , , , , , , , ,28.44, , , , , , "
"12.03.2021,12:34:56,400, , , , , ,10.11, , , , , , , ,23.67, , "
"12.03.2021,12:36:56,396, , ,97.51, , , , , , , , , , , , , "
"12.03.2021,12:38:56,441, , , , , ,10.40, , , , , , , , , , "
"12.03.2021,12:40:56,441, , ,91.65, , , , , , ,28.18, , , , , , "
"12.03.2021,12:48:56,370, , ,97.07, , ,9.92, , , , , , , , , , "
"12.03.2021,12:54:56,430, , , , , ,10.16, ,60.28, , , , , , , , "
"12.03.2021,12:58:56,359, , , , , ,9.85, , , ,28.44, , , , , , "
"12.03.2021,13:02:56,388, , , , , , , , , ,28.72, , , , , , "
"12.03.2021,13:06:56,448, , , , , , , , , ,28.93, , , , , , "
"12.03.2021,13:08:56,411, , , , , ,9.54, , , , , , , , , , "
"12.03.2021,13:10:56,432, , ,91.80, , ,9.80, , , , , , , , , , "
"12.03.2021,13:12:56,365, , ,97.71, , ,10.40, , , ,29.15, , , , , , "
"12.03.2021,13:14:56,445, , , , , , , , , , , , , ,23.93, , "
"12.03.2021,13:18:56,385, , , , , , ,18.78, , , , , , , , , "
"12.03.2021,13:20:56,408, , ,91.38, , , , , , , , , , , , , "
"12.03.2021,13:22:56,400, , , , , ,10.69, , , , , , , , , , "
"12.03.2021,13:26:56,411, , , , , ,10.08, , , ,28.83, , , , , , "
"12.03.2021,13:28:56,454, , , , , ,9.66, , , , , , , , , , "
"12.03.2021,13:30:56,413, , ,98.02, , ,10.03, , , ,28.57, , , , , , "
"12.03.2021,13:34:56,372, , , , , ,9.60, , , , , , , ,23.67, , "
"12.03.2021,13:36:56,409, , , , , ,10.09, , , ,28.31, , , , , , "
"12.03.2021,13:38:56,426, , , , , ,10.50, , , , , , , , , , "
"12.03.2021,13:42:56,443, , , , , ,9.73, , , , , , , , , , "
"12.03.2021,13:44:56,456, , , , , ,9.47,18.52, , ,28.05, , , , , , "
"12.03.2021,13:50:56,421, , ,92.67, , , , , , , , , , ,23.45, , "
"12.03.2021,13:52:56,428, , , , , ,9.15, , , , , , , , , , "
"12.03.2021,13:54:56,449, , , , , , , , ,61.20,28.31, , , , , , "
"12.03.2021,13:58:56,418, , , , , , ,18.26, , ,28.64, , , , , , "
"12.03.2021,14:00:56,417, , , , , ,9.60, , , , , , , , , , "
"12.03.2021,14:02:56,425, , , , , ,10.11, , , ,28.96, , , ,23.67, , "
"12.03.2021,14:04:56,401, , , , , ,10.39,18.57, , , , , , , , , "
"12.03.2021,14:06:56,393, , , , , ,10.63, , , ,29.25, , , , , , "
"12.03.2021,14:08:56,423, , , , , , , , , , , , , ,23.95, , "
"12.03.2021,14:10:56,409, , , , , ,10.22, , , , , , , , , , "
"12.03.2021,14:12:56,440, , ,98.46, , , , , , , , , , , , , "
"12.03.2021,14:14:56,424, , ,93.00, , , , , , , , , , , , , "
"12.03.2021,14:18:56,387, , , , , ,9.92, , , , , , , , , , "
"12.03.2021,14:24:56,417, , , , , ,10.56, , , , , , , , , , "
"12.03.2021,14:26:56,410, , , , , ,10.82, , , , , , , , , , "
"12.03.2021,14:28:56,420, , , , , ,11.20, , , , , , , , , , "
"12.03.2021,14:30:56,409, , , , , ,11.52,18.85, , ,29.02, , , , , , "
"12.03.2021,14:32:56,426, , , , , , , , ,55.99, , , , , , , "
"12.03.2021,14:34:56,366, , , , , ,11.29, , , ,28.70, , , , , , "
"12.03.2021,14:38:56,426, , , , , , , , , ,28.49, , , , , , "
"12.03.2021,14:44:56,394, , , , , ,11.01, , , ,28.12, , , ,23.66, , "
"12.03.2021,14:48:56,434, , ,98.20, , , , , , , , , , , , , "
"12.03.2021,14:56:56,373, , ,90.57, , , , , , , , , , , , , "
"12.03.2021,14:58:56,440, , ,97.47, , ,10.35,18.57, , , , , , , , , "
"12.03.2021,15:00:56,387, , ,2.50, ,0.96,10.05,18.33,45.56,0.00,28.60,50.00, ,3.28,23.41, ,0.48"
"12.03.2021,15:02:56,426, , , , , ,10.44, ,0.32, ,30.38, , , , , , "
"12.03.2021,15:04:56,392, , , , , ,10.87, , , ,30.12, , , , , , "
"12.03.2021,15:06:56,434, , , , , ,11.20, , , ,29.79, , , , , , "
"12.03.2021,15:10:56,419, , , , , ,11.46, , , ,29.41, , , , , , "
"12.03.2021,15:12:56,388, , , ,22.70, , , , , , , , , , , , "
"12.03.2021,15:14:56,443, , , , , , , , , ,29.08, , , ,23.17, , "
"12.03.2021,15:16:56,435, , , , , ,11.98,18.59, , , , , , , , , "
"12.03.2021,15:18:56,369, , , , , , , , , ,28.83, , , , , , "
"12.03.2021,15:20:56,370, , , ,22.46, , , , , , , , , , , , "
"12.03.2021,15:22:56,446, , , , , , , , , , , , , ,22.96, , "
"12.03.2021,15:24:56,366, , , , , , , , , ,28.50, , , , , , "
"12.03.2021,15:26:56,429, , , , , ,11.72, , , , , , , , , , "
"12.03.2021,15:28:56,405, , , ,22.25, , , , , , , , , , , , "
"12.03.2021,15:30:56,412, , , , , , , , , ,28.18, , , ,22.76, , "
"12.03.2021,15:32:56,385, , , , , ,12.04, , , , , , , , , , "
"12.03.2021,15:36:56,400, , , , , ,12.36, , , ,27.92, , , , , , "
"12.03.2021,15:38:56,459, , , , , , , , , , , , , ,22.52, , "
"12.03.2021,15:40:56,410, , , ,22.00, , , , , , , , , , , , "
"12.03.2021,15:42:56,361, , , , , , , , , ,27.60, , , , , , "
"12.03.2021,15:48:56,422, , , , , , , , , ,27.34, , , ,22.32, , "
"12.03.2021,15:54:56,369, , , ,21.74, , , , , ,27.08, , , , , , "
"12.03.2021,16:00:56,436, , , , , ,12.77, , , ,26.82, , , ,22.06, , "
"12.03.2021,16:02:56,409, , , , , ,13.00, , , , , , , , , , "
"12.03.2021,16:06:56,368, , , , , ,12.68, , , ,26.57, , , , , , "
"12.03.2021,16:12:56,426, , , , , , , , , ,26.31, , , , , , "
"12.03.2021,16:14:56,396, , , , , , , , , , , , , ,21.83, , "
"12.03.2021,16:18:56,362, , , , , , , , , ,26.09, , , , , , "
"12.03.2021,16:20:56,440, , , ,21.48, , , , , , , , , , , , "
"12.03.2021,16:22:56,419, , , , , ,12.91, , , , , , , , , , "
"12.03.2021,16:24:56,408, , , , , , , , , ,25.86, , , , , , "
"12.03.2021,16:28:56,428, , , , , ,12.68, , , , , , , ,21.61, , "
"12.03.2021,16:32:56,443, , , , , , , , , ,25.59, , , , , , "
"12.03.2021,16:36:56,386, , , , , ,12.44, , , , , , , , , , "
"12.03.2021,16:38:56,392, , , , , , , , , ,25.34, , , , , , "
"12.03.2021,16:46:56,414, , , , , , , , , ,25.09, , , ,21.39, , "
"12.03.2021,16:50:56,429, , , , , ,12.68, , , , , , , , , , "
"12.03.2021,16:54:56,440, , , , , , , , , ,24.84, , , , , , "
"12.03.2021,17:02:56,435, , , , , , , , , ,24.64, , , , , , "
"12.03.2021,17:04:56,413, , , , , , , , , , , , , ,21.16, , "
"12.03.2021,17:06:56,369, , , ,21.22, , , , , , , , , , , , "
"12.03.2021,17:10:56,357, , , , , , , , , ,24.38, , , , , , "
"12.03.2021,17:20:56,436, , , , , , , , , ,24.12, , , , , , "
"12.03.2021,17:24:56,432, , , , , ,12.94, , , , , , , , , , "
"12.03.2021,17:30:56,390, , , , , , , , , ,23.86, , , , , , "
"12.03.2021,17:36:56,375, , , , , , , , , , , , , ,20.90, , "
"12.03.2021,17:40:56,416, , , , , , , , , ,23.66, , , , , , "
"12.03.2021,17:50:56,380, , , , , , , , , ,23.41, , , , , , "
